"4156","WNL09","5428","WENDT LABS","DIN OWNER","Y","N","N","N","","800 MAIN STREET","WINNIPEG","MANITOBA","CANADA","R2W 3R4","3506"
"11439","","10879","BIONICHE ANIMAL HEALTH CANADA INC.","DIN OWNER","Y","Y","Y","","","231 DUNDAS STREET E.","BELLEVILLE","ONTARIO","CANADA","K8N 5J2","1570"
"8228","","10879","BIONICHE ANIMAL HEALTH CANADA INC.","DIN OWNER","Y","Y","Y","","","231 DUNDAS STREET E.","BELLEVILLE","ONTARIO","CANADA","K8N 5J2","1570"
"9554","","10879","BIONICHE ANIMAL HEALTH CANADA INC.","DIN OWNER","Y","Y","Y","","","231 DUNDAS STREET E.","BELLEVILLE","ONTARIO","CANADA","K8N 5J2","1570"
"82490","","10879","BIONICHE ANIMAL HEALTH CANADA INC.","DIN OWNER","Y","Y","Y","","","231 DUNDAS STREET E.","BELLEVILLE","ONTARIO","CANADA","K8N 5J2","1570"
"82491","","10879","BIONICHE ANIMAL HEALTH CANADA INC.","DIN OWNER","Y","Y","Y","","","231 DUNDAS STREET E.","BELLEVILLE","ONTARIO","CANADA","K8N 5J2","1570"
"12238","","10879","BIONICHE ANIMAL HEALTH CANADA INC.","DIN OWNER","Y","Y","Y","","","231 DUNDAS STREET E.","BELLEVILLE","ONTARIO","CANADA","K8N 5J2","1570"
"73895","","10879","BIONICHE ANIMAL HEALTH CANADA INC.","DIN OWNER","Y","Y","Y","","","231 DUNDAS STREET E.","BELLEVILLE","ONTARIO","CANADA","K8N 5J2","1570"
"75293","","10879","BIONICHE ANIMAL HEALTH CANADA INC.","DIN OWNER","Y","Y","Y","","","231 DUNDAS STREET E.","BELLEVILLE","ONTARIO","CANADA","K8N 5J2","1570"
"75292","","10879","BIONICHE ANIMAL HEALTH CANADA INC.","DIN OWNER","Y","Y","Y","","","231 DUNDAS STREET E.","BELLEVILLE","ONTARIO","CANADA","K8N 5J2","1570"
"86056","","10879","BIONICHE ANIMAL HEALTH CANADA INC.","DIN OWNER","Y","Y","Y","","","231 DUNDAS STREET E.","BELLEVILLE","ONTARIO","CANADA","K8N 5J2","1570"
"83526","","10879","BIONICHE ANIMAL HEALTH CANADA INC.","DIN OWNER","Y","Y","Y","","","231 DUNDAS STREET E.","BELLEVILLE","ONTARIO","CANADA","K8N 5J2","1570"
"85713","","10879","BIONICHE ANIMAL HEALTH CANADA INC.","DIN OWNER","Y","Y","Y","","","231 DUNDAS STREET E.","BELLEVILLE","ONTARIO","CANADA","K8N 5J2","1570"
"71270","","10915","NATURE'S CURE INC.","DIN OWNER","Y","Y","Y","","","5560 GOLDEN GATE AVE","OAKLAND","CALIFORNIA","UNITED STATES","94618-2111",""
"72236","","10921","NEWCO ENTERPRISES INC.","DIN OWNER","Y","Y","Y","","402","5723-10TH STREET NE","CALGARY","ALBERTA","CANADA","T2E 8W7",""
"71740","","10997","BIOMED 2002 INC.","DIN OWNER","Y","Y","N","","","5950 COTE DE LIESSE","MONT ROYAL","QUEBEC","CANADA","H4T 1E2",""
"71741","","10997","BIOMED 2002 INC.","DIN OWNER","Y","Y","N","","","5950 COTE DE LIESSE","MONT ROYAL","QUEBEC","CANADA","H4T 1E2",""
"71742","","10997","BIOMED 2002 INC.","DIN OWNER","Y","Y","N","","","5950 COTE DE LIESSE","MONT ROYAL","QUEBEC","CANADA","H4T 1E2",""
"71743","","10997","BIOMED 2002 INC.","DIN OWNER","Y","Y","N","","","5950 COTE DE LIESSE","MONT ROYAL","QUEBEC","CANADA","H4T 1E2",""
"71744","","10997","BIOMED 2002 INC.","DIN OWNER","Y","Y","N","","","5950 COTE DE LIESSE","MONT ROYAL","QUEBEC","CANADA","H4T 1E2",""
"71408","","10997","BIOMED 2002 INC.","DIN OWNER","Y","Y","N","","","5950 COTE DE LIESSE","MONT ROYAL","QUEBEC","CANADA","H4T 1E2",""
"71409","","10997","BIOMED 2002 INC.","DIN OWNER","Y","Y","N","","","5950 COTE DE LIESSE","MONT ROYAL","QUEBEC","CANADA","H4T 1E2",""
"71411","","10997","BIOMED 2002 INC.","DIN OWNER","Y","Y","N","","","5950 COTE DE LIESSE","MONT ROYAL","QUEBEC","CANADA","H4T 1E2",""
"71412","","10997","BIOMED 2002 INC.","DIN OWNER","Y","Y","N","","","5950 COTE DE LIESSE","MONT ROYAL","QUEBEC","CANADA","H4T 1E2",""
"71413","","10997","BIOMED 2002 INC.","DIN OWNER","Y","Y","N","","","5950 COTE DE LIESSE","MONT ROYAL","QUEBEC","CANADA","H4T 1E2",""
"71416","","10997","BIOMED 2002 INC.","DIN OWNER","Y","Y","N","","","5950 COTE DE LIESSE","MONT ROYAL","QUEBEC","CANADA","H4T 1E2",""
"71417","","10997","BIOMED 2002 INC.","DIN OWNER","Y","Y","N","","","5950 COTE DE LIESSE","MONT ROYAL","QUEBEC","CANADA","H4T 1E2",""
"71418","","10997","BIOMED 2002 INC.","DIN OWNER","Y","Y","N","","","5950 COTE DE LIESSE","MONT ROYAL","QUEBEC","CANADA","H4T 1E2",""
"71419","","10997","BIOMED 2002 INC.","DIN OWNER","Y","Y","N","","","5950 COTE DE LIESSE","MONT ROYAL","QUEBEC","CANADA","H4T 1E2",""
"71420","","10997","BIOMED 2002 INC.","DIN OWNER","Y","Y","N","","","5950 COTE DE LIESSE","MONT ROYAL","QUEBEC","CANADA","H4T 1E2",""
"71421","","10997","BIOMED 2002 INC.","DIN OWNER","Y","Y","N","","","5950 COTE DE LIESSE","MONT ROYAL","QUEBEC","CANADA","H4T 1E2",""
"71616","","10997","BIOMED 2002 INC.","DIN OWNER","Y","Y","N","","","5950 COTE DE LIESSE","MONT ROYAL","QUEBEC","CANADA","H4T 1E2",""
"71617","","10997","BIOMED 2002 INC.","DIN OWNER","Y","Y","N","","","5950 COTE DE LIESSE","MONT ROYAL","QUEBEC","CANADA","H4T 1E2",""
"71631","","10997","BIOMED 2002 INC.","DIN OWNER","Y","Y","N","","","5950 COTE DE LIESSE","MONT ROYAL","QUEBEC","CANADA","H4T 1E2",""
"71632","","10997","BIOMED 2002 INC.","DIN OWNER","Y","Y","N","","","5950 COTE DE LIESSE","MONT ROYAL","QUEBEC","CANADA","H4T 1E2",""
"72453","","10997","BIOMED 2002 INC.","DIN OWNER","Y","Y","N","","","5950 COTE DE LIESSE","MONT ROYAL","QUEBEC","CANADA","H4T 1E2",""
"72454","","10997","BIOMED 2002 INC.","DIN OWNER","Y","Y","N","","","5950 COTE DE LIESSE","MONT ROYAL","QUEBEC","CANADA","H4T 1E2",""
"87741","","10997","BIOMED 2002 INC.","DIN OWNER","Y","Y","N","","","5950 COTE DE LIESSE","MONT ROYAL","QUEBEC","CANADA","H4T 1E2",""
"87742","","10997","BIOMED 2002 INC.","DIN OWNER","Y","Y","N","","","5950 COTE DE LIESSE","MONT ROYAL","QUEBEC","CANADA","H4T 1E2",""
"87743","","10997","BIOMED 2002 INC.","DIN OWNER","Y","Y","N","","","5950 COTE DE LIESSE","MONT ROYAL","QUEBEC","CANADA","H4T 1E2",""
"87745","","10997","BIOMED 2002 INC.","DIN OWNER","Y","Y","N","","","5950 COTE DE LIESSE","MONT ROYAL","QUEBEC","CANADA","H4T 1E2",""
"87746","","10997","BIOMED 2002 INC.","DIN OWNER","Y","Y","N","","","5950 COTE DE LIESSE","MONT ROYAL","QUEBEC","CANADA","H4T 1E2",""
"87747","","10997","BIOMED 2002 INC.","DIN OWNER","Y","Y","N","","","5950 COTE DE LIESSE","MONT ROYAL","QUEBEC","CANADA","H4T 1E2",""
"75953","","10997","BIOMED 2002 INC.","DIN OWNER","Y","Y","N","","","5950 COTE DE LIESSE","MONT ROYAL","QUEBEC","CANADA","H4T 1E2",""
"87776","","10997","BIOMED 2002 INC.","DIN OWNER","Y","Y","N","","","5950 COTE DE LIESSE","MONT ROYAL","QUEBEC","CANADA","H4T 1E2",""
"87775","","10997","BIOMED 2002 INC.","DIN OWNER","Y","Y","N","","","5950 COTE DE LIESSE","MONT ROYAL","QUEBEC","CANADA","H4T 1E2",""
"71318","","11014","GFR BIOSYSTEMS CANADA CORPORATION","DIN OWNER","Y","N","N","","","21040 RUE DAOUST","SAINTE-ANNE-DE-BELLEVUE","QUEBEC","CANADA","H9X 4C7",""
"67654","","11026","TRITON PHARMA INC.","DIN OWNER","Y","N","Y","","","665 MILLWAY AVENUE, SUITE 31 B","CONCORD","ONTARIO","CANADA","L4K 3T8",""
"67656","","11026","TRITON PHARMA INC.","DIN OWNER","Y","N","Y","","","665 MILLWAY AVENUE, SUITE 31 B","CONCORD","ONTARIO","CANADA","L4K 3T8",""
"48361","","11026","TRITON PHARMA INC.","DIN OWNER","Y","N","Y","","","665 MILLWAY AVENUE, SUITE 31 B","CONCORD","ONTARIO","CANADA","L4K 3T8",""
"78724","","11026","TRITON PHARMA INC.","DIN OWNER","Y","N","Y","","","665 MILLWAY AVENUE, SUITE 31 B","CONCORD","ONTARIO","CANADA","L4K 3T8",""
"36945","","11026","TRITON PHARMA INC.","DIN OWNER","Y","N","Y","","","665 MILLWAY AVENUE, SUITE 31 B","CONCORD","ONTARIO","CANADA","L4K 3T8",""
"1192","","11026","TRITON PHARMA INC.","DIN OWNER","Y","N","Y","","","665 MILLWAY AVENUE, SUITE 31 B","CONCORD","ONTARIO","CANADA","L4K 3T8",""
"68893","","11026","TRITON PHARMA INC.","DIN OWNER","Y","N","Y","","","665 MILLWAY AVENUE, SUITE 31 B","CONCORD","ONTARIO","CANADA","L4K 3T8",""
"36946","","11026","TRITON PHARMA INC.","DIN OWNER","Y","N","Y","","","665 MILLWAY AVENUE, SUITE 31 B","CONCORD","ONTARIO","CANADA","L4K 3T8",""
"36947","","11026","TRITON PHARMA INC.","DIN OWNER","Y","N","Y","","","665 MILLWAY AVENUE, SUITE 31 B","CONCORD","ONTARIO","CANADA","L4K 3T8",""
"36948","","11026","TRITON PHARMA INC.","DIN OWNER","Y","N","Y","","","665 MILLWAY AVENUE, SUITE 31 B","CONCORD","ONTARIO","CANADA","L4K 3T8",""
"36949","","11026","TRITON PHARMA INC.","DIN OWNER","Y","N","Y","","","665 MILLWAY AVENUE, SUITE 31 B","CONCORD","ONTARIO","CANADA","L4K 3T8",""
"67778","","11026","TRITON PHARMA INC.","DIN OWNER","Y","N","Y","","","665 MILLWAY AVENUE, SUITE 31 B","CONCORD","ONTARIO","CANADA","L4K 3T8",""
"63874","","11026","TRITON PHARMA INC.","DIN OWNER","Y","N","Y","","","665 MILLWAY AVENUE, SUITE 31 B","CONCORD","ONTARIO","CANADA","L4K 3T8",""
"3756","","11026","TRITON PHARMA INC.","DIN OWNER","Y","N","Y","","","665 MILLWAY AVENUE, SUITE 31 B","CONCORD","ONTARIO","CANADA","L4K 3T8",""
"1978","","11026","TRITON PHARMA INC.","DIN OWNER","Y","N","Y","","","665 MILLWAY AVENUE, SUITE 31 B","CONCORD","ONTARIO","CANADA","L4K 3T8",""
"7645","","11026","TRITON PHARMA INC.","DIN OWNER","Y","N","Y","","","665 MILLWAY AVENUE, SUITE 31 B","CONCORD","ONTARIO","CANADA","L4K 3T8",""
"10393","","11026","TRITON PHARMA INC.","DIN OWNER","Y","N","Y","","","665 MILLWAY AVENUE, SUITE 31 B","CONCORD","ONTARIO","CANADA","L4K 3T8",""
"1195","","11026","TRITON PHARMA INC.","DIN OWNER","Y","N","Y","","","665 MILLWAY AVENUE, SUITE 31 B","CONCORD","ONTARIO","CANADA","L4K 3T8",""
"18786","","11026","TRITON PHARMA INC.","DIN OWNER","Y","N","Y","","","665 MILLWAY AVENUE, SUITE 31 B","CONCORD","ONTARIO","CANADA","L4K 3T8",""
"4703","","11026","TRITON PHARMA INC.","DIN OWNER","Y","N","Y","","","665 MILLWAY AVENUE, SUITE 31 B","CONCORD","ONTARIO","CANADA","L4K 3T8",""
"1812","","11026","TRITON PHARMA INC.","DIN OWNER","Y","N","Y","","","665 MILLWAY AVENUE, SUITE 31 B","CONCORD","ONTARIO","CANADA","L4K 3T8",""
"959","","11026","TRITON PHARMA INC.","DIN OWNER","Y","N","Y","","","665 MILLWAY AVENUE, SUITE 31 B","CONCORD","ONTARIO","CANADA","L4K 3T8",""
"1193","","11026","TRITON PHARMA INC.","DIN OWNER","Y","N","Y","","","665 MILLWAY AVENUE, SUITE 31 B","CONCORD","ONTARIO","CANADA","L4K 3T8",""
"8338","","11026","TRITON PHARMA INC.","DIN OWNER","Y","N","Y","","","665 MILLWAY AVENUE, SUITE 31 B","CONCORD","ONTARIO","CANADA","L4K 3T8",""
"49970","","11026","TRITON PHARMA INC.","DIN OWNER","Y","N","Y","","","665 MILLWAY AVENUE, SUITE 31 B","CONCORD","ONTARIO","CANADA","L4K 3T8",""
"11682","","11026","TRITON PHARMA INC.","DIN OWNER","Y","N","Y","","","665 MILLWAY AVENUE, SUITE 31 B","CONCORD","ONTARIO","CANADA","L4K 3T8",""
"63806","","11026","TRITON PHARMA INC.","DIN OWNER","Y","N","Y","","","665 MILLWAY AVENUE, SUITE 31 B","CONCORD","ONTARIO","CANADA","L4K 3T8",""
"66253","","8954","ALLIANCE MEDICAL RESPIRATORY SERVICES INC.","DIN OWNER","Y","Y","N","","","2763 BEVERLY STREET, SUITE 205","DUNCAN","BRITISH COLUMBIA","CANADA","V9L 6X2",""
"74630","","11054","SMARTSHIELD SUNSCREENS","DIN OWNER","Y","Y","Y","","","2282 VANTAGE STREET","DALLAS","TEXAS","UNITED STATES","75207",""
"78331","","11054","SMARTSHIELD SUNSCREENS","DIN OWNER","Y","Y","Y","","","2282 VANTAGE STREET","DALLAS","TEXAS","UNITED STATES","75207",""
"73395","","11054","SMARTSHIELD SUNSCREENS","DIN OWNER","Y","Y","Y","","","2282 VANTAGE STREET","DALLAS","TEXAS","UNITED STATES","75207",""
"78310","","11054","SMARTSHIELD SUNSCREENS","DIN OWNER","Y","Y","Y","","","2282 VANTAGE STREET","DALLAS","TEXAS","UNITED STATES","75207",""
"78311","","11054","SMARTSHIELD SUNSCREENS","DIN OWNER","Y","Y","Y","","","2282 VANTAGE STREET","DALLAS","TEXAS","UNITED STATES","75207",""
"78019","","11054","SMARTSHIELD SUNSCREENS","DIN OWNER","Y","Y","Y","","","2282 VANTAGE STREET","DALLAS","TEXAS","UNITED STATES","75207",""
"78020","","11054","SMARTSHIELD SUNSCREENS","DIN OWNER","Y","Y","Y","","","2282 VANTAGE STREET","DALLAS","TEXAS","UNITED STATES","75207",""
"43483","","11122","WYETH ANIMAL HEALTH, DIVISION OF WYETH CANADA","DIN OWNER","Y","N","N","","","17300 TRANSCANADA HWY","KIRKLAND","QUEBEC","CANADA","H9J 2M5",""
"84282","","14461","SEPTA PHARMACEUTICALS INC.","DIN OWNER","Y","Y","N","","","7490 PACIFIC CIRCLE UNIT #1","MISSISSAUGA","ONTARIO","CANADA","L5T 2A3",""
"84281","","14461","SEPTA PHARMACEUTICALS INC.","DIN OWNER","Y","Y","N","","","7490 PACIFIC CIRCLE UNIT #1","MISSISSAUGA","ONTARIO","CANADA","L5T 2A3",""
"84280","","14461","SEPTA PHARMACEUTICALS INC.","DIN OWNER","Y","Y","N","","","7490 PACIFIC CIRCLE UNIT #1","MISSISSAUGA","ONTARIO","CANADA","L5T 2A3",""
"84052","","14461","SEPTA PHARMACEUTICALS INC.","DIN OWNER","Y","Y","N","","","7490 PACIFIC CIRCLE UNIT #1","MISSISSAUGA","ONTARIO","CANADA","L5T 2A3",""
"84053","","14461","SEPTA PHARMACEUTICALS INC.","DIN OWNER","Y","Y","N","","","7490 PACIFIC CIRCLE UNIT #1","MISSISSAUGA","ONTARIO","CANADA","L5T 2A3",""
"85364","","14461","SEPTA PHARMACEUTICALS INC.","DIN OWNER","Y","Y","N","","","7490 PACIFIC CIRCLE UNIT #1","MISSISSAUGA","ONTARIO","CANADA","L5T 2A3",""
"85363","","14461","SEPTA PHARMACEUTICALS INC.","DIN OWNER","Y","Y","N","","","7490 PACIFIC CIRCLE UNIT #1","MISSISSAUGA","ONTARIO","CANADA","L5T 2A3",""
"85365","","14461","SEPTA PHARMACEUTICALS INC.","DIN OWNER","Y","Y","N","","","7490 PACIFIC CIRCLE UNIT #1","MISSISSAUGA","ONTARIO","CANADA","L5T 2A3",""
"87248","","14461","SEPTA PHARMACEUTICALS INC.","DIN OWNER","Y","Y","N","","","7490 PACIFIC CIRCLE UNIT #1","MISSISSAUGA","ONTARIO","CANADA","L5T 2A3",""
"87249","","14461","SEPTA PHARMACEUTICALS INC.","DIN OWNER","Y","Y","N","","","7490 PACIFIC CIRCLE UNIT #1","MISSISSAUGA","ONTARIO","CANADA","L5T 2A3",""
"86550","","14461","SEPTA PHARMACEUTICALS INC.","DIN OWNER","Y","Y","N","","","7490 PACIFIC CIRCLE UNIT #1","MISSISSAUGA","ONTARIO","CANADA","L5T 2A3",""
"86551","","14461","SEPTA PHARMACEUTICALS INC.","DIN OWNER","Y","Y","N","","","7490 PACIFIC CIRCLE UNIT #1","MISSISSAUGA","ONTARIO","CANADA","L5T 2A3",""
"86552","","14461","SEPTA PHARMACEUTICALS INC.","DIN OWNER","Y","Y","N","","","7490 PACIFIC CIRCLE UNIT #1","MISSISSAUGA","ONTARIO","CANADA","L5T 2A3",""
"86564","","14461","SEPTA PHARMACEUTICALS INC.","DIN OWNER","Y","Y","N","","","7490 PACIFIC CIRCLE UNIT #1","MISSISSAUGA","ONTARIO","CANADA","L5T 2A3",""
"86563","","14461","SEPTA PHARMACEUTICALS INC.","DIN OWNER","Y","Y","N","","","7490 PACIFIC CIRCLE UNIT #1","MISSISSAUGA","ONTARIO","CANADA","L5T 2A3",""
"86155","","14461","SEPTA PHARMACEUTICALS INC.","DIN OWNER","Y","Y","N","","","7490 PACIFIC CIRCLE UNIT #1","MISSISSAUGA","ONTARIO","CANADA","L5T 2A3",""
"86156","","14461","SEPTA PHARMACEUTICALS INC.","DIN OWNER","Y","Y","N","","","7490 PACIFIC CIRCLE UNIT #1","MISSISSAUGA","ONTARIO","CANADA","L5T 2A3",""
"74537","","11836","SPRAKITA PRODUCTS INC.","DIN OWNER","Y","N","N","","UNIT 42","7171 TORBRAM ROAD","MISSISSAUGA","ONTARIO","CANADA","L4T 3W4",""
"74538","","11836","SPRAKITA PRODUCTS INC.","DIN OWNER","Y","N","N","","UNIT 42","7171 TORBRAM ROAD","MISSISSAUGA","ONTARIO","CANADA","L4T 3W4",""
"76258","","11836","SPRAKITA PRODUCTS INC.","DIN OWNER","Y","N","N","","UNIT 42","7171 TORBRAM ROAD","MISSISSAUGA","ONTARIO","CANADA","L4T 3W4",""
"75331","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
"75330","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
"75337","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
"75338","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
"75343","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
"75342","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
"75344","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
"75345","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
"75346","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
"79958","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
"79959","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
"79955","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
"79957","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
"80726","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
"80727","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
"78339","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","N","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
"77986","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
"77987","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
"77887","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
"77888","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
"77893","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
"82205","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
"82207","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
"87374","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
"80454","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
"80455","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
"80456","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
"79613","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
"79614","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
"79615","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
"79616","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
"77114","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
"77113","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
"77958","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
"77959","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
"77960","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
"78902","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
"78903","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
"78904","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
"79041","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
"79040","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
"75444","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
"75445","","11271","RANBAXY PHARMACEUTICALS CANADA INC.","DIN OWNER","Y","Y","Y","","","2680 MATHESON BLVD. E,  SUITE 200","MISSISSAUGA","ONTARIO","CANADA","L4W 0A5",""
